peak,chr,start,end,summit,category,location
peak_15816,11,24066156,24066310,24066240,Group 1,Active enhancer
peak_15817,11,24068065,24068358,24068250,Group 2,Active enhancer
peak_15823,11,24091883,24092135,24091991,Group 2,Other region
peak_15824,11,24108787,24108931,24108837,Group 1,Other region
peak_15834,11,24275896,24275979,24275929,Other,Other region
peak_15841,11,24333913,24334149,24333992,Other,Active enhancer
peak_15842b,11,24339213,24339447,24339381,Other,Promoter
peak_15845,11,24348235,24348471,24348386,Other,Promoter
peak_15846,11,24360845,24361197,24361014,Other,Other region
peak_15848,11,24382792,24382949,24382854,Upregulated,Other region
peak_15849,11,24383934,24384040,24383976,Other,Active enhancer
peak_15850,11,24390057,24390154,24390099,Other,Other region
peak_15851,11,24428458,24428610,24428565,Other,Promoter
peak_15852,11,24458752,24458895,24458846,Other,Promoter
peak_15855,11,24494523,24494666,24494598,Other,Other region
peak_15856,11,24503370,24503607,24503555,Other,Other region
peak_15859,11,24545693,24545793,24545736,Other,Active enhancer
peak_15862,11,24620739,24620872,24620820,Other,Promoter
peak_15864,11,24629861,24630037,24629940,Group 2,Other region
peak_15869,11,24717904,24718131,24718004,Group 2,Active enhancer
peak_15870,11,24727021,24727194,24727074,Group 1,Active enhancer
peak_15871,11,24727640,24727789,24727685,Other,Active enhancer
peak_15877,11,24800006,24800221,24800115,Other,Promoter
peak_15879,11,24819525,24819655,24819583,Other,Promoter
peak_15880,11,24821033,24821137,24821076,Other,Promoter
peak_15881,11,24824505,24824629,24824553,Other,Active enhancer
peak_15889,11,24900144,24900307,24900241,Other,Promoter
peak_15892,11,24940498,24940663,24940580,Other,Active enhancer
peak_15893,11,24947246,24947347,24947291,Other,Other region
peak_15894a,11,24953648,24953883,24953730,Group 1,Active enhancer
peak_15899,11,24994684,24994814,24994743,Other,Promoter
peak_15900b,11,24998681,24998933,24998849,Group 1,Active enhancer
peak_15901,11,25002510,25002626,25002569,Group 2,Active enhancer
peak_15902a,11,25002850,25003144,25002937,Group 1,Active enhancer
peak_15907,11,25044027,25044162,25044080,Other,Promoter
peak_15908b,11,25044388,25044770,25044699,Group 2,Promoter
peak_15911,11,25062096,25062227,25062179,Other,Other region
peak_15912,11,25064406,25064584,25064498,Other,Promoter
peak_15915,11,25104645,25104788,25104722,Other,Other region
peak_15918,11,25157233,25157425,25157327,Other,Promoter
peak_15921,11,25182074,25182216,25182137,Other,Active enhancer
peak_15922,11,25182357,25182452,25182398,Other,Active enhancer
peak_15927a,11,25231331,25231742,25231482,Group 2,Active enhancer
peak_15929,11,25245191,25245385,25245274,Other,Active enhancer
peak_15930,11,25252757,25252960,25252871,Group 1,Active enhancer
peak_15931,11,25256918,25257375,25257072,Group 2,Promoter
peak_15932b,11,25259903,25260087,25260030,Other,Active enhancer
peak_15935b,11,25273942,25274142,25274081,Group 1,Active enhancer
peak_15936,11,25276665,25276878,25276756,Group 2,Promoter
peak_15937,11,25276943,25277079,25277009,Other,Promoter
peak_15940,11,25296223,25296425,25296289,Other,Promoter
peak_15945b,11,25324280,25324565,25324516,Other,Promoter
peak_15946,11,25325845,25326010,25325909,Other,Other region
peak_15947,11,25328085,25328289,25328165,Other,Promoter
peak_15950,11,25339430,25339570,25339488,Other,Active enhancer
peak_15956,11,25384181,25384297,25384248,Other,Promoter
peak_15958,11,25403462,25403617,25403531,Other,Promoter
peak_15961,11,25432534,25432768,25432637,Upregulated,Active enhancer
peak_15962,11,25456131,25456239,25456204,Other,Other region
peak_15963,11,25459586,25459706,25459623,Other,Promoter
peak_15964,11,25459976,25460133,25460073,Other,Promoter
peak_15965,11,25461343,25461441,25461380,Other,Promoter
peak_15968,11,25472279,25472558,25472365,Group 1,Promoter
peak_15969,11,25474629,25474787,25474708,Other,Active enhancer
peak_15975,11,25539662,25539740,25539705,Other,Promoter
peak_15976,11,25555090,25555185,25555124,Other,Active enhancer
peak_15978,11,25560029,25560116,25560072,Other,Promoter
peak_15980,11,25583625,25583724,25583686,Other,Promoter
peak_15985,11,25619867,25620103,25619994,Other,Promoter
peak_15988,11,25681226,25681373,25681299,Other,Promoter
peak_15989b,11,25681633,25682083,25681965,Upregulated,Promoter
peak_15990,11,25693350,25693466,25693420,Other,Promoter
peak_15991,11,25723283,25723456,25723374,Other,Other region
peak_15992,11,25732840,25733078,25732960,Other,Promoter
peak_15994,11,25733670,25733827,25733709,Other,Promoter
peak_15998,11,25794726,25794957,25794804,Group 2,Other region
peak_16001,11,25808276,25808577,25808422,Group 2,Other region
peak_16003,11,25823559,25823721,25823611,Other,Other region
peak_16004c,11,25828679,25829222,25829119,Other,Promoter
peak_16005,11,25829667,25829895,25829809,Other,Promoter
peak_16008,11,25852935,25853060,25852992,Upregulated,Promoter
peak_16009,11,25853158,25853300,25853221,Other,Promoter
peak_16013,11,25923701,25923855,25923771,Group 1,Active enhancer
peak_16014,11,25930669,25930925,25930810,Other,Promoter
peak_16018,11,25965338,25965700,25965555,Group 1,Active enhancer
peak_16020,11,25993592,25993734,25993657,Other,Active enhancer
peak_16024,11,26022396,26022492,26022435,Other,Active enhancer
peak_16025,11,26041015,26041229,26041110,Other,Promoter
peak_16026a,11,26043873,26044058,26043922,Group 1,Active enhancer
peak_16027,11,26095861,26095950,26095912,Other,Other region
peak_16030,11,26182603,26182774,26182678,Other,Other region
peak_16031,11,26199380,26199586,26199465,Other,Active enhancer
peak_16032,11,26199882,26200108,26199982,Other,Active enhancer
peak_16034,11,26217520,26217669,26217598,Other,Promoter
peak_16036,11,26237840,26238011,26237928,Other,Promoter
peak_16037,11,26239071,26239258,26239183,Other,Other region
peak_16042,11,26361735,26361919,26361823,Other,Promoter
peak_16043b,11,26362032,26362387,26362310,Other,Promoter
peak_16044,11,26363105,26363209,26363149,Other,Promoter
peak_16045,11,26363343,26363498,26363431,Other,Promoter
peak_16046,11,26375455,26375535,26375499,Other,Promoter
peak_16047,11,26375924,26376048,26376014,Other,Promoter
peak_16050,11,26389573,26389819,26389658,Other,Active enhancer
peak_16051b,11,26391538,26391831,26391755,Group 1,Active enhancer
peak_16059,11,26476039,26476216,26476146,Other,Promoter
peak_16061,11,26484140,26484303,26484247,Group 1,Other region
peak_16065b,11,26528943,26529164,26529077,Other,Other region
peak_16066,11,26547517,26547698,26547588,Other,Other region
peak_16069,11,26580732,26580941,26580800,Group 1,Active enhancer
peak_16071b,11,26590194,26590451,26590385,Other,Promoter
peak_16073,11,26604139,26604304,26604189,Other,Promoter
peak_16074,11,26604823,26604942,26604900,Other,Promoter
peak_16075,11,26609008,26609133,26609061,Other,Promoter
peak_16077,11,26614271,26614572,26614415,Group 2,Active enhancer
peak_16078,11,26617867,26617955,26617907,Other,Active enhancer
peak_16079,11,26619446,26619673,26619541,Other,Active enhancer
peak_16080b,11,26665819,26666085,26665945,Other,Promoter
peak_16082,11,26669569,26669723,26669653,Other,Promoter
peak_16084,11,26701529,26701688,26701603,Other,Promoter
peak_16085,11,26701843,26701954,26701915,Other,Promoter
peak_16086,11,26710613,26710784,26710705,Other,Other region
peak_16087,11,26716284,26716403,26716315,Other,Other region
peak_16088b,11,26730996,26731300,26731214,Group 1,Active enhancer
peak_16093,11,26760355,26760560,26760476,Other,Other region
peak_16097,11,26796156,26796270,26796214,Other,Other region
peak_16099,11,26803521,26803689,26803621,Other,Other region
peak_16101,11,26829709,26829848,26829759,Group 2,Other region
peak_16104,11,26837651,26837802,26837708,Group 2,Active enhancer
peak_16106,11,26842449,26842648,26842563,Group 2,Active enhancer
peak_16107,11,26843397,26843537,26843465,Other,Other region
peak_16110,11,26858976,26859237,26859023,Group 1,Other region
peak_16111,11,26869760,26869866,26869800,Other,Other region
peak_16112,11,26910789,26910893,26910850,Other,Other region
peak_16115,11,26951571,26951725,26951636,Other,Other region
peak_16125,11,27057099,27057311,27057191,Other,Promoter
peak_16126,11,27058893,27059089,27058989,Group 1,Other region
peak_16131,11,27133451,27133533,27133494,Other,Promoter
peak_16133,11,27151739,27151850,27151796,Other,Other region
peak_16135,11,27158798,27159060,27158883,Group 2,Other region
peak_16139,11,27206971,27207071,27207008,Other,Other region
peak_16146,11,27274325,27274467,27274403,Other,Promoter
peak_16148,11,27294800,27295033,27294932,Group 1,Active enhancer
peak_16160,11,27403921,27404023,27403981,Other,Promoter
peak_16165,11,27500445,27500632,27500511,Other,Promoter
peak_16168,11,27507938,27508170,27508062,Other,Promoter
peak_16170b,11,27508786,27508953,27508909,Other,Active enhancer
peak_16176,11,27537538,27537800,27537724,Other,Promoter
peak_16177,11,27540164,27540290,27540244,Other,Other region
peak_16178,11,27543005,27543169,27543053,Other,Promoter
peak_16180,11,27544584,27544754,27544666,Other,Other region
peak_16187,11,27582187,27582378,27582228,Group 2,Other region
peak_16188,11,27615410,27615593,27615502,Group 1,Active enhancer
peak_16189,11,27625111,27625454,27625251,Other,Promoter
peak_16195,11,27674788,27674966,27674890,Group 2,Active enhancer
peak_16196,11,27682506,27682671,27682570,Other,Other region
peak_16199,11,27692348,27692465,27692405,Other,Other region
peak_16200,11,27701147,27701273,27701189,Other,Active enhancer
peak_16204a,11,27702390,27702888,27702444,Other,Promoter
peak_16206,11,27713726,27713859,27713800,Other,Active enhancer
peak_16209a,11,27738018,27738434,27738092,Other,Promoter
peak_16210,11,27738715,27738897,27738809,Other,Promoter
peak_16211,11,27778356,27778480,27778411,Other,Promoter
peak_16212b,11,27778776,27778929,27778888,Other,Promoter
peak_16213,11,27779109,27779220,27779162,Other,Promoter
peak_16215,11,27810015,27810166,27810101,Other,Other region
peak_16216,11,27816373,27816504,27816421,Other,Active enhancer
peak_16218,11,27826955,27827159,27827051,Other,Promoter
peak_16220,11,27839130,27839278,27839217,Other,Other region
peak_16224a,11,27876803,27877043,27876896,Upregulated,Active enhancer
peak_16226,11,27884598,27884775,27884695,Other,Active enhancer
peak_16233,11,27917570,27917699,27917640,Upregulated,Promoter
peak_16235,11,27947811,27948101,27948011,Group 1,Active enhancer
peak_16237,11,27953600,27953819,27953716,Other,Promoter
peak_16240,11,27962712,27962954,27962879,Other,Promoter
peak_16241,11,27965340,27965678,27965498,Group 2,Active enhancer
peak_16242b,11,27968654,27968963,27968820,Other,Promoter
peak_16247a,11,28030124,28030293,28030162,Other,Other region
peak_16249,11,28034214,28034334,28034284,Upregulated,Other region
peak_16250,11,28050486,28050613,28050549,Other,Promoter
peak_16258,11,28213651,28213753,28213707,Other,Other region
peak_16260,11,28218033,28218172,28218081,Other,Promoter
peak_16263,11,28227751,28227993,28227871,Group 2,Other region
peak_16272,11,28366426,28366611,28366521,Other,Other region
peak_16273,11,28370677,28370842,28370790,Upregulated,Other region
peak_16274,11,28382981,28383174,28383056,Group 1,Other region
peak_16277,11,28423830,28423951,28423879,Other,Other region
peak_16278,11,28426577,28426740,28426654,Group 2,Other region
peak_16280,11,28442460,28442697,28442574,Other,Active enhancer
peak_16281,11,28443026,28443119,28443073,Other,Active enhancer
peak_16284,11,28457716,28457878,28457785,Other,Other region
peak_16285,11,28468986,28469183,28469072,Group 1,Other region
peak_16293,11,28546608,28546702,28546658,Other,Active enhancer
peak_16295,11,28547247,28547350,28547294,Other,Active enhancer
peak_16297,11,28555516,28555798,28555611,Group 2,Other region
peak_16298,11,28562812,28563046,28562913,Group 2,Other region
peak_16301,11,28580561,28580783,28580637,Group 1,Active enhancer
peak_16302,11,28598877,28599023,28598959,Other,Active enhancer
peak_16303,11,28609357,28609571,28609475,Group 1,Active enhancer
peak_16304,11,28612019,28612255,28612145,Group 2,Active enhancer
peak_16305a,11,28614025,28614243,28614058,Other,Promoter
peak_16306,11,28614606,28614726,28614672,Other,Promoter
peak_16309,11,28634141,28634379,28634259,Other,Active enhancer
peak_16314a,11,28694806,28695111,28694853,Other,Other region
peak_16318,11,28734800,28735047,28734905,Group 1,Active enhancer
peak_16319,11,28736040,28736141,28736081,Other,Other region
peak_16322,11,28773645,28773774,28773732,Other,Other region
peak_16325,11,28821307,28821411,28821354,Other,Other region
peak_16327b,11,28829210,28829442,28829380,Group 2,Active enhancer
peak_16334,11,28892457,28892597,28892532,Other,Active enhancer
peak_16335,11,28893775,28893929,28893868,Other,Active enhancer
peak_16339a,11,28957157,28957574,28957224,Other,Other region
peak_16340,11,28977997,28978239,28978123,Group 1,Active enhancer
peak_16348,11,29075553,29075691,29075619,Other,Other region
peak_16351,11,29085579,29085822,29085722,Group 1,Active enhancer
peak_16353,11,29087557,29087663,29087597,Other,Active enhancer
peak_16356,11,29156749,29156947,29156830,Group 2,Active enhancer
peak_16357,11,29157486,29157638,29157554,Group 1,Active enhancer
peak_16359,11,29181144,29181309,29181256,Group 1,Other region
peak_16362,11,29232390,29232658,29232505,Group 1,Active enhancer
peak_16366,11,29319811,29319929,29319877,Other,Promoter
peak_16373,11,29440583,29440827,29440718,Group 1,Other region
peak_16375,11,29487956,29488133,29488034,Other,Other region
peak_16377,11,29504809,29505081,29504959,Group 2,Active enhancer
peak_16379,11,29530886,29531017,29530966,Other,Other region
peak_16383c,11,29563181,29563572,29563480,Other,Promoter
peak_16385,11,29577641,29577770,29577694,Other,Other region
peak_16386,11,29589037,29589195,29589086,Other,Other region
peak_16388,11,29618580,29618733,29618660,Other,Other region
peak_16393,11,29650186,29650432,29650349,Other,Promoter
peak_16397,11,29657817,29657960,29657872,Other,Promoter
peak_16398,11,29658310,29658548,29658399,Other,Promoter
peak_16399b,11,29666395,29666576,29666523,Other,Other region
peak_16401,11,29671346,29671508,29671420,Group 2,Promoter
peak_16403a,11,29685311,29685710,29685424,Other,Promoter
peak_16404,11,29685775,29685983,29685906,Other,Promoter
peak_16405,11,29707077,29707377,29707244,Other,Other region
peak_16409,11,29767976,29768106,29768064,Other,Promoter
peak_16410,11,29770806,29770939,29770858,Other,Promoter
peak_16413,11,29790506,29790657,29790597,Other,Promoter
peak_16414,11,29795800,29795999,29795908,Other,Other region
peak_16415,11,29799724,29799833,29799783,Other,Other region
peak_16419,11,29815338,29815444,29815405,Other,Active enhancer
peak_16420,11,29817226,29817316,29817281,Other,Active enhancer
peak_16421,11,29821984,29822112,29822045,Group 2,Active enhancer
peak_16422c,11,29822256,29822683,29822571,Group 2,Active enhancer
peak_16424,11,29833443,29833592,29833521,Other,Promoter
peak_16425,11,29833666,29833838,29833768,Other,Promoter
peak_16426,11,29835206,29835319,29835252,Other,Active enhancer
peak_16429,11,29855933,29856062,29855997,Other,Promoter
peak_16430b,11,29856192,29856526,29856465,Other,Promoter
peak_16434,11,29904068,29904173,29904104,Upregulated,Active enhancer
peak_16440b,11,29936869,29937115,29937044,Other,Promoter
peak_16443,11,29945035,29945300,29945094,Group 1,Active enhancer
peak_16447b,11,29974556,29974838,29974711,Group 2,Other region
